0.01000 -0.18000 0.96000 -199.60000 -7.50000 -12.30000 -201.00000 -7.88000 -10.58000 1.40000 0.38000 -1.72000 3.00000 2.00000 3.00000 4.69000
0.01000 -0.18000 0.96000 -201.70000 -7.40000 -10.50000 -200.88000 -7.75000 -10.58000 -0.82000 0.35000 0.08000 2.00000 2.00000 3.00000 4.12000
0.02000 -0.18000 0.95000 -201.00000 -7.70000 -11.30000 -201.02000 -7.75000 -10.73000 0.02000 0.05000 -0.57000 1.00000 2.00000 4.00000 4.58000
0.01000 -0.18000 0.96000 -201.50000 -8.90000 -12.00000 -201.07000 -7.78000 -10.97000 -0.43000 -1.12000 -1.03000 1.00000 3.00000 4.00000 5.10000
0.01000 -0.17000 0.96000 -203.10000 -10.40000 -10.60000 -201.29000 -7.97000 -10.93000 -1.81000 -2.43000 0.33000 3.00000 4.00000 4.00000 6.40000
0.01000 -0.18000 0.96000 -202.50000 -8.30000 -11.90000 -201.39000 -7.93000 -11.08000 -1.11000 -0.37000 -0.82000 4.00000 4.00000 4.00000 6.93000
0.01000 -0.18000 0.95000 -201.00000 -7.50000 -9.50000 -201.32000 -7.92000 -11.12000 0.32000 0.42000 1.62000 4.00000 4.00000 4.00000 6.93000
0.01000 -0.17000 0.95000 -198.90000 -6.40000 -11.70000 -201.20000 -7.89000 -11.20000 2.30000 1.49000 -0.50000 5.00000 5.00000 4.00000 8.12000
0.01000 -0.17000 0.95000 -202.40000 -7.30000 -12.80000 -201.30000 -7.96000 -11.26000 -1.10000 0.66000 -1.54000 6.00000 3.00000 4.00000 7.81000
0.01000 -0.18000 0.96000 -201.50000 -5.90000 -8.40000 -201.32000 -7.73000 -11.10000 -0.18000 1.83000 2.70000 6.00000 5.00000 5.00000 9.27000
0.01000 -0.18000 0.96000 -198.20000 -10.20000 -10.40000 -201.18000 -8.00000 -10.91000 2.98000 -2.20000 0.51000 7.00000 7.00000 5.00000 11.09000
0.01000 -0.18000 0.96000 -202.20000 -7.70000 -9.60000 -201.23000 -8.03000 -10.82000 -0.97000 0.33000 1.22000 8.00000 7.00000 7.00000 12.73000
0.01000 -0.17000 0.95000 -201.60000 -8.60000 -11.40000 -201.29000 -8.12000 -10.83000 -0.31000 -0.48000 -0.57000 8.00000 7.00000 7.00000 12.73000
0.01000 -0.18000 0.96000 -202.00000 -7.30000 -11.30000 -201.34000 -7.96000 -10.76000 -0.66000 0.66000 -0.54000 8.00000 7.00000 7.00000 12.73000
0.01000 -0.18000 0.95000 -200.00000 -6.50000 -10.90000 -201.03000 -7.57000 -10.79000 1.03000 1.07000 -0.11000 8.00000 6.00000 7.00000 12.21000
0.01000 -0.18000 0.96000 -201.60000 -8.90000 -11.10000 -200.94000 -7.63000 -10.71000 -0.66000 -1.27000 -0.39000 7.00000 6.00000 6.00000 11.00000
0.01000 -0.18000 0.97000 -199.90000 -7.90000 -11.50000 -200.83000 -7.67000 -10.91000 0.93000 -0.23000 -0.59000 6.00000 6.00000 4.00000 9.38000
0.00000 -0.18000 0.96000 -201.10000 -7.10000 -10.80000 -201.05000 -7.74000 -10.82000 -0.05000 0.64000 0.02000 6.00000 5.00000 4.00000 8.77000
0.02000 -0.18000 0.95000 -201.10000 -9.80000 -11.00000 -200.92000 -7.99000 -10.64000 -0.18000 -1.81000 -0.36000 5.00000 6.00000 3.00000 8.37000
0.01000 -0.18000 0.95000 -199.60000 -7.80000 -11.10000 -200.73000 -8.18000 -10.91000 1.13000 0.38000 -0.19000 5.00000 5.00000 1.00000 7.14000
0.02000 -0.18000 0.96000 -201.00000 -7.80000 -9.40000 -201.01000 -7.94000 -10.81000 0.01000 0.14000 1.41000 4.00000 2.00000 2.00000 4.90000
0.01000 -0.18000 0.95000 -202.80000 -6.70000 -9.10000 -201.07000 -7.84000 -10.76000 -1.73000 1.14000 1.66000 4.00000 4.00000 2.00000 6.00000
0.01000 -0.18000 0.96000 -201.90000 -6.90000 -10.40000 -201.10000 -7.67000 -10.66000 -0.80000 0.77000 0.26000 4.00000 4.00000 2.00000 6.00000
0.01000 -0.18000 0.95000 -202.00000 -7.50000 -10.20000 -201.10000 -7.69000 -10.55000 -0.90000 0.19000 0.35000 4.00000 4.00000 2.00000 6.00000
0.01000 -0.18000 0.96000 -202.40000 -9.50000 -11.60000 -201.34000 -7.99000 -10.62000 -1.06000 -1.51000 -0.98000 4.00000 4.00000 2.00000 6.00000
0.01000 -0.17000 0.95000 -201.70000 -7.10000 -12.30000 -201.35000 -7.81000 -10.74000 -0.35000 0.71000 -1.56000 4.00000 3.00000 3.00000 5.83000
0.01000 -0.18000 0.95000 -202.40000 -6.00000 -10.00000 -201.60000 -7.62000 -10.59000 -0.80000 1.62000 0.59000 3.00000 4.00000 4.00000 6.40000
0.01000 -0.17000 0.96000 -202.30000 -7.30000 -10.70000 -201.72000 -7.64000 -10.58000 -0.58000 0.34000 -0.12000 3.00000 4.00000 4.00000 6.40000
0.01000 -0.18000 0.95000 -201.30000 -8.20000 -10.70000 -201.74000 -7.48000 -10.55000 0.44000 -0.72000 -0.15000 3.00000 3.00000 4.00000 5.83000
0.02000 -0.18000 0.96000 -201.40000 -7.60000 -10.00000 -201.92000 -7.46000 -10.44000 0.52000 -0.14000 0.44000 0.00000 3.00000 4.00000 5.00000
0.01000 -0.18000 0.96000 -201.80000 -7.60000 -11.40000 -202.00000 -7.44000 -10.64000 0.20000 -0.16000 -0.76000 0.00000 3.00000 2.00000 3.61000
0.01000 -0.18000 0.97000 -201.90000 -8.50000 -12.00000 -201.91000 -7.62000 -10.93000 0.01000 -0.88000 -1.07000 0.00000 2.00000 2.00000 2.83000
0.01000 -0.18000 0.95000 -201.10000 -6.20000 -11.10000 -201.83000 -7.55000 -11.00000 0.73000 1.35000 -0.10000 0.00000 3.00000 4.00000 5.00000
0.01000 -0.18000 0.96000 -202.80000 -5.80000 -11.00000 -201.91000 -7.38000 -11.08000 -0.89000 1.58000 0.08000 0.00000 6.00000 3.00000 6.71000
0.01000 -0.17000 0.96000 -200.70000 -6.60000 -11.90000 -201.74000 -7.09000 -11.11000 1.04000 0.49000 -0.79000 2.00000 4.00000 3.00000 5.39000
0.01000 -0.18000 0.95000 -202.20000 -6.20000 -11.40000 -201.79000 -7.00000 -11.02000 -0.41000 0.80000 -0.38000 2.00000 4.00000 2.00000 4.90000
0.00000 -0.18000 0.96000 -200.70000 -8.90000 -10.70000 -201.62000 -7.29000 -11.09000 0.92000 -1.61000 0.39000 1.00000 5.00000 1.00000 5.20000
0.02000 -0.18000 0.97000 -200.30000 -7.00000 -11.40000 -201.42000 -7.26000 -11.16000 1.12000 0.26000 -0.24000 2.00000 5.00000 1.00000 5.48000
0.01000 -0.18000 0.96000 -201.40000 -5.80000 -11.00000 -201.43000 -7.02000 -11.19000 0.03000 1.22000 0.19000 2.00000 4.00000 1.00000 4.58000
0.01000 -0.18000 0.95000 -203.40000 -7.70000 -10.10000 -201.63000 -7.03000 -11.20000 -1.77000 -0.67000 1.10000 3.00000 4.00000 1.00000 5.10000
0.01000 -0.18000 0.95000 -202.90000 -5.50000 -8.50000 -201.74000 -6.82000 -10.91000 -1.16000 1.32000 2.41000 6.00000 6.00000 3.00000 9.00000
0.01000 -0.18000 0.95000 -202.60000 -5.90000 -11.00000 -201.81000 -6.56000 -10.81000 -0.79000 0.66000 -0.19000 5.00000 4.00000 3.00000 7.07000
0.02000 -0.18000 0.96000 -201.60000 -8.50000 -11.90000 -201.86000 -6.79000 -10.89000 0.26000 -1.71000 -1.01000 5.00000 4.00000 4.00000 7.55000
0.01000 -0.18000 0.95000 -202.30000 -4.80000 -10.30000 -201.81000 -6.69000 -10.82000 -0.49000 1.89000 0.52000 5.00000 6.00000 4.00000 8.77000
0.01000 -0.18000 0.95000 -202.90000 -6.50000 -10.90000 -202.03000 -6.68000 -10.72000 -0.87000 0.18000 -0.18000 3.00000 6.00000 3.00000 7.35000
0.01000 -0.18000 0.96000 -199.30000 -10.10000 -12.10000 -201.74000 -7.07000 -10.79000 2.44000 -3.03000 -1.31000 7.00000 10.00000 4.00000 12.85000
0.01000 -0.18000 0.96000 -203.10000 -9.30000 -11.50000 -201.98000 -7.11000 -10.87000 -1.12000 -2.19000 -0.63000 5.00000 10.00000 4.00000 11.87000
0.01000 -0.18000 0.95000 -203.50000 -9.30000 -12.60000 -202.30000 -7.34000 -10.99000 -1.20000 -1.96000 -1.61000 5.00000 10.00000 4.00000 11.87000
0.01000 -0.18000 0.95000 -201.50000 -8.50000 -12.00000 -202.31000 -7.61000 -11.09000 0.81000 -0.89000 -0.91000 5.00000 10.00000 4.00000 11.87000
0.01000 -0.17000 0.94000 -199.70000 -8.30000 -9.50000 -201.94000 -7.67000 -11.03000 2.24000 -0.63000 1.53000 6.00000 10.00000 5.00000 12.69000
0.01000 -0.18000 0.95000 -199.90000 -6.50000 -10.70000 -201.64000 -7.77000 -11.25000 1.74000 1.27000 0.55000 7.00000 9.00000 2.00000 11.58000
0.01000 -0.18000 0.96000 -198.10000 -6.70000 -10.50000 -201.19000 -7.85000 -11.20000 3.09000 1.15000 0.70000 11.00000 10.00000 2.00000 15.00000
0.01000 -0.17000 0.95000 -199.90000 -6.80000 -12.90000 -201.02000 -7.68000 -11.30000 1.12000 0.88000 -1.60000 12.00000 8.00000 4.00000 14.97000
0.01000 -0.18000 0.96000 -202.00000 -6.10000 -10.20000 -200.99000 -7.81000 -11.29000 -1.01000 1.71000 1.09000 12.00000 9.00000 4.00000 15.52000
0.01000 -0.17000 0.96000 -201.40000 -6.70000 -9.80000 -200.84000 -7.83000 -11.18000 -0.56000 1.13000 1.38000 9.00000 9.00000 4.00000 13.34000
0.01000 -0.18000 0.96000 -202.20000 -6.60000 -11.60000 -201.13000 -7.48000 -11.13000 -1.07000 0.88000 -0.47000 10.00000 4.00000 4.00000 11.49000
0.01000 -0.18000 0.95000 -203.10000 -7.00000 -9.80000 -201.13000 -7.25000 -10.96000 -1.97000 0.25000 1.16000 10.00000 5.00000 6.00000 12.69000
0.01000 -0.18000 0.96000 -201.70000 -9.00000 -11.30000 -200.95000 -7.22000 -10.83000 -0.75000 -1.78000 -0.47000 9.00000 4.00000 6.00000 11.53000
0.01000 -0.18000 0.95000 -201.20000 -5.80000 -10.10000 -200.92000 -6.95000 -10.64000 -0.28000 1.15000 0.54000 9.00000 4.00000 3.00000 10.30000
0.01000 -0.17000 0.96000 -200.20000 -7.20000 -11.60000 -200.97000 -6.84000 -10.85000 0.77000 -0.36000 -0.75000 8.00000 3.00000 4.00000 9.43000
0.01000 -0.17000 0.96000 -201.70000 -6.50000 -11.40000 -201.15000 -6.84000 -10.92000 -0.55000 0.34000 -0.48000 6.00000 3.00000 3.00000 7.35000
0.02000 -0.18000 0.96000 -203.40000 -7.50000 -10.10000 -201.68000 -6.92000 -10.88000 -1.72000 -0.58000 0.78000 4.00000 3.00000 4.00000 6.40000
0.01000 -0.18000 0.96000 -200.60000 -5.60000 -11.90000 -201.75000 -6.80000 -10.78000 1.15000 1.20000 -1.12000 4.00000 4.00000 1.00000 5.74000
0.01000 -0.18000 0.95000 -201.70000 -7.10000 -9.90000 -201.72000 -6.90000 -10.75000 0.02000 -0.20000 0.85000 4.00000 4.00000 1.00000 5.74000
0.01000 -0.17000 0.96000 -200.70000 -9.10000 -12.80000 -201.65000 -7.14000 -11.05000 0.95000 -1.96000 -1.75000 4.00000 4.00000 3.00000 6.40000
0.01000 -0.18000 0.96000 -201.30000 -8.60000 -11.90000 -201.56000 -7.34000 -11.08000 0.26000 -1.26000 -0.82000 3.00000 5.00000 3.00000 6.56000
0.01000 -0.18000 0.96000 -202.70000 -7.50000 -9.60000 -201.52000 -7.39000 -11.06000 -1.18000 -0.11000 1.46000 3.00000 5.00000 3.00000 6.56000
0.02000 -0.18000 0.95000 -201.50000 -7.10000 -10.80000 -201.50000 -7.20000 -11.01000 0.00000 0.10000 0.21000 3.00000 4.00000 3.00000 5.83000
0.01000 -0.18000 0.95000 -200.30000 -4.30000 -11.30000 -201.41000 -7.05000 -11.13000 1.11000 2.75000 -0.17000 4.00000 6.00000 4.00000 8.25000
0.01000 -0.17000 0.95000 -202.10000 -8.50000 -9.80000 -201.60000 -7.18000 -10.95000 -0.50000 -1.32000 1.15000 4.00000 6.00000 4.00000 8.25000
0.01000 -0.18000 0.96000 -201.30000 -9.00000 -10.50000 -201.56000 -7.43000 -10.86000 0.26000 -1.57000 0.36000 3.00000 8.00000 5.00000 9.90000
0.01000 -0.18000 0.96000 -202.80000 -5.50000 -11.60000 -201.50000 -7.23000 -11.01000 -1.30000 1.73000 -0.59000 3.00000 8.00000 4.00000 9.43000
0.02000 -0.18000 0.95000 -201.60000 -8.10000 -10.90000 -201.60000 -7.48000 -10.91000 0.00000 -0.62000 0.01000 3.00000 8.00000 4.00000 9.43000
0.01000 -0.18000 0.96000 -201.10000 -8.50000 -10.10000 -201.54000 -7.62000 -10.93000 0.44000 -0.88000 0.83000 3.00000 7.00000 3.00000 8.19000
0.01000 -0.18000 0.96000 -201.30000 -8.60000 -11.50000 -201.60000 -7.57000 -10.80000 0.30000 -1.03000 -0.70000 3.00000 8.00000 3.00000 9.06000
0.01000 -0.18000 0.95000 -199.30000 -9.10000 -10.20000 -201.40000 -7.62000 -10.63000 2.10000 -1.48000 0.43000 5.00000 7.00000 1.00000 8.66000
0.01000 -0.18000 0.96000 -202.10000 -8.70000 -12.60000 -201.34000 -7.74000 -10.93000 -0.76000 -0.96000 -1.67000 4.00000 7.00000 2.00000 8.31000
0.01000 -0.18000 0.96000 -200.80000 -7.60000 -10.60000 -201.27000 -7.79000 -10.91000 0.47000 0.19000 0.31000 2.00000 7.00000 2.00000 7.55000
0.01000 -0.18000 0.96000 -201.10000 -8.80000 -11.00000 -201.35000 -8.24000 -10.88000 0.25000 -0.56000 -0.12000 3.00000 2.00000 2.00000 4.12000
0.01000 -0.18000 0.96000 -201.60000 -8.20000 -10.00000 -201.30000 -8.21000 -10.90000 -0.30000 0.01000 0.90000 3.00000 2.00000 1.00000 3.74000
0.00000 -0.18000 0.95000 -202.00000 -9.40000 -9.20000 -201.37000 -8.25000 -10.77000 -0.63000 -1.15000 1.57000 3.00000 3.00000 2.00000 4.69000
0.02000 -0.18000 0.96000 -202.00000 -7.00000 -11.00000 -201.29000 -8.40000 -10.71000 -0.71000 1.40000 -0.29000 1.00000 2.00000 2.00000 3.00000
0.02000 -0.18000 0.96000 -200.90000 -6.70000 -11.10000 -201.22000 -8.26000 -10.73000 0.32000 1.56000 -0.37000 1.00000 3.00000 2.00000 3.74000
0.01000 -0.18000 0.95000 -201.40000 -8.10000 -9.30000 -201.25000 -8.22000 -10.65000 -0.15000 0.12000 1.35000 1.00000 3.00000 3.00000 4.36000
0.01000 -0.18000 0.95000 -202.10000 -8.20000 -10.00000 -201.33000 -8.18000 -10.50000 -0.77000 -0.02000 0.50000 2.00000 3.00000 4.00000 5.39000
0.01000 -0.18000 0.95000 -201.90000 -9.30000 -12.10000 -201.59000 -8.20000 -10.69000 -0.31000 -1.10000 -1.41000 0.00000 4.00000 4.00000 5.66000
0.01000 -0.17000 0.96000 -200.90000 -7.00000 -9.90000 -201.47000 -8.03000 -10.42000 0.57000 1.03000 0.52000 0.00000 5.00000 3.00000 5.83000
0.01000 -0.18000 0.96000 -204.50000 -7.40000 -9.50000 -201.84000 -8.01000 -10.31000 -2.66000 0.61000 0.81000 2.00000 5.00000 3.00000 6.16000
0.01000 -0.17000 0.95000 -201.40000 -6.00000 -10.70000 -201.87000 -7.73000 -10.28000 0.47000 1.73000 -0.42000 2.00000 4.00000 2.00000 4.90000
