AccX,Accy,AccZ,GyroX,GyroY,GyroZ,MAGyroX,MAGyroY,MAGyroZ,Gyro_minus_MAGyroX,Gyro_minus_MAGyroY,Gyro_minus_MAGyroZ,AADX,AADY,AADZ,AADM,Categorie
-0.01000,-0.20000,0.95000,-7.95000,-0.57000,-0.72000,-7.04000,-0.24000,-0.88000,-0.91000,-0.33000,0.16000,14.00000,3.00000,0.00000,14.32000,1
-0.02000,-0.22000,0.99000,-6.17000,-0.61000,-1.29000,-7.09000,-0.28000,-0.92000,0.92000,-0.33000,-0.37000,13.00000,3.00000,0.00000,13.34000,1
-0.01000,-0.21000,0.96000,-6.84000,-0.37000,-0.70000,-7.05000,-0.27000,-0.92000,0.21000,-0.11000,0.22000,13.00000,3.00000,0.00000,13.34000,1
-0.01000,-0.21000,0.96000,-8.05000,0.05000,-0.64000,-7.11000,-0.26000,-0.91000,-0.93000,0.30000,0.27000,14.00000,3.00000,0.00000,14.32000,1
-0.01000,-0.21000,0.97000,-7.39000,-0.14000,-0.69000,-7.23000,-0.24000,-0.87000,-0.16000,0.10000,0.18000,14.00000,3.00000,0.00000,14.32000,1
-0.01000,-0.20000,0.96000,-7.31000,-0.44000,-0.78000,-6.73000,-0.02000,-0.86000,-0.57000,-0.43000,0.09000,9.00000,1.00000,0.00000,9.06000,1
-0.02000,-0.22000,0.96000,-7.92000,0.17000,-0.83000,-7.12000,-0.12000,-0.82000,-0.80000,0.29000,-0.01000,6.00000,0.00000,0.00000,6.00000,1
-0.01000,-0.21000,0.96000,-6.13000,-0.66000,-0.94000,-6.90000,-0.20000,-0.86000,0.77000,-0.45000,-0.08000,7.00000,0.00000,0.00000,7.00000,1
0.00000,-0.21000,0.96000,-6.91000,-0.21000,-0.99000,-6.78000,-0.25000,-0.89000,-0.13000,0.04000,-0.10000,6.00000,0.00000,0.00000,6.00000,1
-0.01000,-0.21000,0.97000,-7.76000,-0.31000,-0.64000,-7.24000,-0.31000,-0.82000,-0.52000,0.00000,0.18000,2.00000,0.00000,0.00000,2.00000,1
-0.01000,-0.20000,0.95000,-5.46000,-1.63000,-0.95000,-6.99000,-0.42000,-0.85000,1.53000,-1.22000,-0.10000,2.00000,1.00000,0.00000,2.24000,1
0.00000,-0.23000,0.96000,-4.27000,1.68000,-1.21000,-6.80000,-0.19000,-0.84000,2.54000,1.87000,-0.38000,5.00000,2.00000,0.00000,5.39000,1
-0.02000,-0.21000,0.95000,-7.19000,-0.83000,-1.16000,-6.84000,-0.23000,-0.88000,-0.35000,-0.60000,-0.28000,5.00000,2.00000,0.00000,5.39000,1
0.00000,-0.20000,0.96000,-8.71000,-0.34000,-0.75000,-6.90000,-0.27000,-0.89000,-1.81000,-0.06000,0.15000,5.00000,2.00000,0.00000,5.39000,1
-0.01000,-0.20000,0.97000,-7.11000,0.38000,-0.24000,-6.88000,-0.22000,-0.85000,-0.23000,0.60000,0.61000,5.00000,2.00000,0.00000,5.39000,1
-0.01000,-0.20000,0.96000,-3.66000,-0.59000,-1.43000,-6.51000,-0.23000,-0.91000,2.85000,-0.35000,-0.51000,9.00000,2.00000,0.00000,9.22000,1
-0.02000,-0.22000,0.96000,-10.26000,-0.31000,-0.07000,-6.75000,-0.28000,-0.84000,-3.51000,-0.03000,0.77000,11.00000,2.00000,0.00000,11.18000,1
-0.01000,-0.21000,0.97000,-5.84000,0.03000,-0.92000,-6.72000,-0.21000,-0.84000,0.88000,0.24000,-0.08000,11.00000,2.00000,0.00000,11.18000,1
-0.01000,-0.21000,0.96000,-6.15000,-0.35000,-1.12000,-6.64000,-0.23000,-0.85000,0.49000,-0.12000,-0.27000,11.00000,2.00000,0.00000,11.18000,1
0.00000,-0.21000,0.98000,-8.95000,-0.23000,-0.59000,-6.76000,-0.22000,-0.84000,-2.19000,-0.01000,0.25000,12.00000,2.00000,0.00000,12.17000,1
-0.01000,-0.21000,0.97000,-4.87000,-0.18000,-1.00000,-6.70000,-0.07000,-0.85000,1.83000,-0.10000,-0.15000,13.00000,1.00000,0.00000,13.04000,1
-0.01000,-0.20000,0.95000,-9.27000,-0.12000,-0.48000,-7.20000,-0.25000,-0.77000,-2.07000,0.13000,0.29000,14.00000,0.00000,0.00000,14.00000,1
-0.01000,-0.21000,0.97000,-5.70000,-0.08000,-0.89000,-7.05000,-0.18000,-0.75000,1.35000,0.09000,-0.15000,14.00000,0.00000,0.00000,14.00000,1
-0.01000,-0.21000,0.97000,-6.59000,-0.44000,-0.79000,-6.84000,-0.19000,-0.75000,0.25000,-0.25000,-0.03000,13.00000,0.00000,0.00000,13.00000,1
-0.02000,-0.21000,0.96000,-8.15000,-0.05000,-0.76000,-6.94000,-0.23000,-0.80000,-1.21000,0.18000,0.04000,15.00000,0.00000,0.00000,15.00000,1
-0.01000,-0.21000,0.97000,-6.34000,-1.35000,-0.89000,-7.21000,-0.31000,-0.75000,0.87000,-1.04000,-0.14000,11.00000,1.00000,0.00000,11.05000,1
0.01000,-0.24000,0.92000,-5.12000,1.78000,-1.15000,-6.70000,-0.10000,-0.86000,1.58000,1.88000,-0.29000,7.00000,2.00000,0.00000,7.28000,1
-0.02000,-0.20000,0.98000,-7.02000,-0.98000,-0.73000,-6.82000,-0.20000,-0.84000,-0.21000,-0.78000,0.11000,8.00000,2.00000,0.00000,8.25000,1
-0.01000,-0.21000,0.97000,-8.56000,-0.33000,-0.62000,-7.06000,-0.20000,-0.79000,-1.51000,-0.13000,0.17000,9.00000,2.00000,0.00000,9.22000,1
-0.01000,-0.21000,0.96000,-6.85000,0.20000,-0.66000,-6.85000,-0.16000,-0.80000,-0.01000,0.35000,0.13000,7.00000,2.00000,0.00000,7.28000,1
0.00000,-0.21000,0.97000,-4.59000,-0.01000,-1.21000,-6.82000,-0.14000,-0.82000,2.23000,0.13000,-0.39000,8.00000,2.00000,0.00000,8.25000,1
-0.01000,-0.21000,0.98000,-9.57000,-0.16000,-0.17000,-6.85000,-0.14000,-0.79000,-2.72000,-0.02000,0.62000,8.00000,2.00000,0.00000,8.25000,1
-0.01000,-0.21000,0.97000,-6.32000,0.12000,-0.81000,-6.91000,-0.12000,-0.78000,0.59000,0.24000,-0.03000,7.00000,2.00000,0.00000,7.28000,1
-0.01000,-0.21000,0.96000,-6.56000,-0.25000,-0.77000,-6.91000,-0.10000,-0.78000,0.35000,-0.15000,0.00000,7.00000,2.00000,0.00000,7.28000,1
0.00000,-0.21000,0.97000,-8.30000,-0.18000,-0.53000,-6.92000,-0.12000,-0.75000,-1.37000,-0.06000,0.23000,7.00000,2.00000,0.00000,7.28000,1
-0.01000,-0.21000,0.97000,-5.85000,-0.36000,-0.92000,-6.87000,-0.02000,-0.75000,1.03000,-0.34000,-0.16000,8.00000,1.00000,0.00000,8.06000,1
-0.01000,-0.20000,0.96000,-8.94000,-0.02000,-0.43000,-7.26000,-0.20000,-0.68000,-1.68000,0.17000,0.26000,8.00000,0.00000,0.00000,8.00000,1
-0.01000,-0.22000,0.97000,-6.04000,0.07000,-1.02000,-7.16000,-0.09000,-0.71000,1.12000,0.16000,-0.30000,9.00000,0.00000,0.00000,9.00000,1
-0.02000,-0.20000,0.96000,-7.16000,-0.46000,-0.93000,-7.02000,-0.10000,-0.74000,-0.14000,-0.35000,-0.19000,7.00000,0.00000,0.00000,7.00000,1
0.00000,-0.20000,0.96000,-6.95000,-0.07000,-0.76000,-7.03000,-0.13000,-0.75000,0.07000,0.06000,-0.01000,7.00000,0.00000,0.00000,7.00000,1
-0.02000,-0.21000,0.96000,-5.92000,-0.27000,-1.04000,-7.16000,-0.16000,-0.74000,1.24000,-0.11000,-0.30000,7.00000,0.00000,0.00000,7.00000,1
-0.01000,-0.21000,0.96000,-7.74000,-0.38000,-0.84000,-6.98000,-0.18000,-0.80000,-0.76000,-0.20000,-0.04000,4.00000,0.00000,0.00000,4.00000,1
-0.02000,-0.22000,0.97000,-6.34000,-1.32000,-0.95000,-6.98000,-0.32000,-0.82000,0.64000,-1.00000,-0.14000,4.00000,0.00000,0.00000,4.00000,1
-0.02000,-0.20000,1.03000,-12.13000,-2.72000,-0.20000,-7.54000,-0.57000,-0.76000,-4.59000,-2.15000,0.56000,9.00000,2.00000,0.00000,9.22000,1
-0.02000,-0.20000,0.98000,-7.16000,-1.36000,-0.76000,-7.42000,-0.69000,-0.78000,0.26000,-0.67000,0.03000,9.00000,2.00000,0.00000,9.22000,1
-0.01000,-0.20000,0.97000,-9.35000,-0.08000,-0.82000,-7.77000,-0.66000,-0.77000,-1.58000,0.58000,-0.04000,9.00000,2.00000,0.00000,9.22000,1
0.00000,-0.20000,0.98000,-7.79000,-0.11000,-0.69000,-7.66000,-0.67000,-0.80000,-0.13000,0.56000,0.11000,8.00000,2.00000,0.00000,8.25000,1
0.00000,-0.23000,0.94000,-2.42000,0.80000,-1.24000,-7.30000,-0.60000,-0.82000,4.88000,1.40000,-0.41000,11.00000,3.00000,0.00000,11.40000,1
-0.02000,-0.20000,0.97000,-11.22000,-0.17000,-0.09000,-7.70000,-0.57000,-0.74000,-3.52000,0.40000,0.65000,15.00000,3.00000,0.00000,15.30000,1
-0.01000,-0.21000,0.98000,-5.30000,-0.85000,-1.31000,-7.54000,-0.65000,-0.79000,2.24000,-0.21000,-0.51000,17.00000,3.00000,0.00000,17.26000,1
-0.01000,-0.21000,0.96000,-6.53000,-0.38000,-0.89000,-7.60000,-0.66000,-0.78000,1.06000,0.28000,-0.11000,17.00000,3.00000,0.00000,17.26000,1
-0.01000,-0.21000,0.96000,-7.96000,-0.15000,-0.76000,-7.62000,-0.63000,-0.77000,-0.34000,0.49000,0.01000,17.00000,3.00000,0.00000,17.26000,1
-0.01000,-0.21000,0.97000,-5.92000,-0.22000,-0.76000,-7.58000,-0.52000,-0.75000,1.66000,0.30000,-0.01000,17.00000,3.00000,0.00000,17.26000,1
-0.01000,-0.21000,0.96000,-9.37000,-0.47000,-0.40000,-7.30000,-0.30000,-0.77000,-2.07000,-0.17000,0.37000,14.00000,2.00000,0.00000,14.14000,1
-0.01000,-0.22000,0.97000,-5.65000,-0.09000,-1.14000,-7.15000,-0.17000,-0.81000,1.50000,0.08000,-0.33000,15.00000,0.00000,0.00000,15.00000,1
-0.01000,-0.21000,0.97000,-6.89000,-0.49000,-0.92000,-6.91000,-0.21000,-0.82000,0.01000,-0.28000,-0.10000,13.00000,1.00000,0.00000,13.04000,1
-0.01000,-0.20000,0.96000,-7.06000,0.03000,-0.85000,-6.83000,-0.20000,-0.84000,-0.23000,0.23000,-0.01000,13.00000,1.00000,0.00000,13.04000,1
-0.01000,-0.21000,0.97000,-7.59000,-0.19000,-0.63000,-7.35000,-0.30000,-0.77000,-0.24000,0.11000,0.14000,9.00000,0.00000,0.00000,9.00000,1
-0.01000,-0.20000,0.96000,-7.47000,-0.30000,-0.73000,-6.97000,-0.31000,-0.84000,-0.49000,0.01000,0.11000,5.00000,0.00000,0.00000,5.00000,1
0.01000,-0.22000,0.90000,-7.35000,4.33000,-0.21000,-7.18000,0.21000,-0.73000,-0.17000,4.12000,0.52000,4.00000,4.00000,0.00000,5.66000,1
-0.03000,-0.19000,1.03000,-5.56000,-3.70000,-1.27000,-7.08000,-0.13000,-0.77000,1.52000,-3.58000,-0.51000,5.00000,7.00000,0.00000,8.60000,1
-0.02000,-0.20000,0.97000,-8.02000,-0.82000,-0.98000,-7.09000,-0.19000,-0.79000,-0.93000,-0.63000,-0.19000,5.00000,7.00000,0.00000,8.60000,1
-0.01000,-0.22000,0.97000,-7.73000,0.60000,-0.73000,-7.27000,-0.11000,-0.79000,-0.46000,0.71000,0.05000,4.00000,7.00000,0.00000,8.06000,1
-0.01000,-0.21000,0.98000,-4.60000,-1.20000,-0.91000,-6.79000,-0.18000,-0.84000,2.20000,-1.02000,-0.07000,5.00000,8.00000,0.00000,9.43000,1
-0.01000,-0.20000,0.93000,-10.18000,-0.01000,-0.33000,-7.24000,-0.17000,-0.76000,-2.94000,0.17000,0.43000,5.00000,8.00000,0.00000,9.43000,1
-0.01000,-0.21000,0.96000,-4.42000,0.48000,-1.03000,-7.00000,-0.08000,-0.77000,2.58000,0.56000,-0.26000,9.00000,8.00000,0.00000,12.04000,1
-0.01000,-0.21000,0.96000,-6.85000,-0.18000,-0.45000,-6.98000,-0.10000,-0.73000,0.12000,-0.08000,0.28000,9.00000,8.00000,0.00000,12.04000,1
-0.01000,-0.21000,0.97000,-8.29000,-0.11000,-0.85000,-7.05000,-0.09000,-0.75000,-1.24000,-0.02000,-0.11000,9.00000,8.00000,0.00000,12.04000,1
0.00000,-0.21000,0.98000,-6.40000,-0.45000,-0.90000,-6.94000,-0.11000,-0.77000,0.54000,-0.34000,-0.13000,10.00000,8.00000,0.00000,12.81000,1
-0.01000,-0.20000,0.95000,-7.44000,-0.49000,-0.66000,-6.95000,-0.59000,-0.81000,-0.49000,0.10000,0.15000,10.00000,5.00000,0.00000,11.18000,1
-0.02000,-0.21000,0.97000,-7.41000,-0.62000,-0.56000,-7.14000,-0.28000,-0.74000,-0.28000,-0.34000,0.18000,8.00000,0.00000,0.00000,8.00000,1
-0.01000,-0.21000,0.97000,-6.89000,-0.16000,-0.85000,-7.02000,-0.21000,-0.73000,0.13000,0.05000,-0.13000,8.00000,0.00000,0.00000,8.00000,1
-0.01000,-0.21000,0.95000,-7.27000,-0.40000,-0.67000,-6.98000,-0.31000,-0.72000,-0.29000,-0.09000,0.05000,8.00000,0.00000,0.00000,8.00000,1
-0.01000,-0.21000,0.97000,-6.97000,-0.35000,-0.69000,-7.21000,-0.23000,-0.70000,0.24000,-0.12000,0.01000,5.00000,0.00000,0.00000,5.00000,1
-0.01000,-0.21000,0.95000,-5.98000,-0.37000,-1.08000,-6.79000,-0.27000,-0.78000,0.81000,-0.11000,-0.31000,3.00000,0.00000,0.00000,3.00000,1
-0.01000,-0.21000,0.97000,-8.34000,-0.24000,-0.73000,-7.19000,-0.34000,-0.75000,-1.15000,0.10000,0.01000,3.00000,0.00000,0.00000,3.00000,1
0.01000,-0.22000,0.90000,-6.31000,2.72000,-1.49000,-7.13000,-0.05000,-0.85000,0.82000,2.76000,-0.64000,3.00000,2.00000,0.00000,3.61000,1
-0.04000,-0.21000,1.02000,-6.29000,-3.73000,-0.69000,-6.93000,-0.41000,-0.83000,0.64000,-3.32000,0.14000,1.00000,6.00000,0.00000,6.08000,1
0.00000,-0.20000,0.93000,-5.58000,1.21000,-0.18000,-6.85000,-0.24000,-0.76000,1.27000,1.46000,0.58000,2.00000,6.00000,0.00000,6.32000,1
0.00000,-0.21000,0.94000,-6.97000,0.56000,-0.82000,-6.80000,-0.14000,-0.78000,-0.17000,0.70000,-0.05000,2.00000,6.00000,0.00000,6.32000,1
-0.02000,-0.21000,0.99000,-8.32000,-0.74000,-0.33000,-6.89000,-0.15000,-0.75000,-1.43000,-0.59000,0.43000,3.00000,6.00000,0.00000,6.71000,1
0.00000,-0.21000,0.95000,-5.02000,0.27000,-1.01000,-6.70000,-0.11000,-0.77000,1.69000,0.38000,-0.24000,4.00000,6.00000,0.00000,7.21000,1
-0.01000,-0.22000,0.97000,-10.56000,-0.50000,-0.86000,-7.03000,-0.12000,-0.79000,-3.53000,-0.38000,-0.07000,9.00000,6.00000,0.00000,10.82000,1
-0.01000,-0.20000,0.96000,-6.36000,-0.53000,-0.89000,-6.97000,-0.13000,-0.81000,0.61000,-0.40000,-0.08000,7.00000,6.00000,0.00000,9.22000,1
-0.01000,-0.21000,0.95000,-6.01000,0.21000,-0.98000,-6.98000,-0.08000,-0.80000,0.97000,0.29000,-0.18000,7.00000,6.00000,0.00000,9.22000,1
-0.01000,-0.21000,0.97000,-8.49000,-0.47000,-0.81000,-6.99000,-0.10000,-0.81000,-1.50000,-0.37000,0.00000,7.00000,6.00000,0.00000,9.22000,1
-0.01000,-0.22000,0.97000,-5.34000,-0.31000,-0.95000,-6.89000,-0.40000,-0.75000,1.55000,0.09000,-0.20000,8.00000,4.00000,0.00000,8.94000,1
-0.02000,-0.21000,0.96000,-9.38000,-0.47000,-0.47000,-7.20000,-0.08000,-0.73000,-2.18000,-0.39000,0.26000,12.00000,1.00000,0.00000,12.04000,1
-0.01000,-0.21000,0.97000,-5.83000,-0.22000,-1.00000,-7.23000,-0.22000,-0.81000,1.40000,0.00000,-0.19000,12.00000,0.00000,0.00000,12.00000,1
-0.01000,-0.21000,0.97000,-6.98000,-0.70000,-0.81000,-7.23000,-0.35000,-0.81000,0.25000,-0.36000,0.00000,12.00000,0.00000,0.00000,12.00000,1
-0.01000,-0.21000,0.95000,-7.40000,-0.14000,-0.65000,-7.14000,-0.29000,-0.84000,-0.27000,0.15000,0.19000,11.00000,0.00000,0.00000,11.00000,1
-0.01000,-0.22000,0.97000,-6.53000,-0.24000,-0.86000,-7.29000,-0.34000,-0.83000,0.76000,0.10000,-0.03000,9.00000,0.00000,0.00000,9.00000,1
-0.01000,-0.21000,0.96000,-8.18000,-0.76000,-0.67000,-7.05000,-0.36000,-0.81000,-1.13000,-0.39000,0.14000,7.00000,0.00000,0.00000,7.00000,1
0.00000,-0.22000,0.91000,-7.47000,1.89000,-1.05000,-7.16000,-0.12000,-0.83000,-0.30000,2.01000,-0.22000,7.00000,2.00000,0.00000,7.28000,1
-0.01000,-0.20000,0.96000,-5.87000,0.09000,-0.78000,-7.15000,-0.13000,-0.81000,1.28000,0.22000,0.03000,7.00000,2.00000,0.00000,7.28000,1
0.00000,-0.21000,0.93000,-6.59000,0.64000,-0.77000,-6.96000,-0.02000,-0.80000,0.37000,0.66000,0.03000,6.00000,1.00000,0.00000,6.08000,1
-0.02000,-0.21000,0.99000,-6.86000,-0.82000,-0.49000,-7.11000,-0.07000,-0.75000,0.25000,-0.75000,0.27000,5.00000,1.00000,0.00000,5.10000,1
-0.01000,-0.21000,0.99000,-5.52000,-0.94000,-0.92000,-6.72000,-0.12000,-0.80000,1.20000,-0.82000,-0.12000,2.00000,2.00000,0.00000,2.83000,1
-0.02000,-0.22000,0.97000,-11.43000,-0.60000,-0.18000,-7.28000,-0.16000,-0.72000,-4.15000,-0.44000,0.54000,6.00000,2.00000,0.00000,6.32000,1
-0.01000,-0.22000,0.97000,-6.37000,-0.25000,-1.34000,-7.22000,-0.11000,-0.77000,0.85000,-0.14000,-0.56000,6.00000,1.00000,0.00000,6.08000,1
-0.01000,-0.22000,0.95000,-6.26000,-0.11000,-0.79000,-7.11000,-0.11000,-0.78000,0.85000,0.00000,0.00000,7.00000,1.00000,0.00000,7.07000,1
0.00000,-0.20000,0.96000,-7.89000,0.21000,-0.85000,-7.24000,-0.07000,-0.78000,-0.64000,0.27000,-0.07000,6.00000,1.00000,0.00000,6.08000,1
-0.01000,-0.21000,0.97000,-5.46000,-0.41000,-0.89000,-6.97000,-0.03000,-0.81000,1.51000,-0.38000,-0.09000,7.00000,1.00000,0.00000,7.07000,1
-0.02000,-0.20000,0.95000,-7.16000,-0.29000,-0.85000,-6.94000,-0.25000,-0.79000,-0.22000,-0.04000,-0.06000,7.00000,0.00000,0.00000,7.00000,1
-0.01000,-0.22000,0.96000,-5.63000,-0.05000,-0.95000,-6.92000,-0.26000,-0.80000,1.28000,0.22000,-0.15000,7.00000,0.00000,0.00000,7.00000,1
-0.02000,-0.21000,0.97000,-6.76000,-0.33000,-0.83000,-6.93000,-0.36000,-0.81000,0.18000,0.03000,-0.02000,7.00000,0.00000,0.00000,7.00000,1
-0.01000,-0.21000,0.97000,-7.60000,-0.14000,-0.66000,-7.01000,-0.29000,-0.83000,-0.60000,0.15000,0.16000,7.00000,0.00000,0.00000,7.00000,1
-0.01000,-0.21000,0.97000,-7.68000,-0.21000,-0.79000,-7.22000,-0.22000,-0.81000,-0.46000,0.01000,0.02000,6.00000,0.00000,0.00000,6.00000,1
-0.01000,-0.21000,0.95000,-6.89000,-0.08000,-0.89000,-6.77000,-0.17000,-0.88000,-0.12000,0.08000,0.00000,3.00000,0.00000,0.00000,3.00000,1
0.01000,-0.20000,0.94000,-7.28000,2.66000,0.26000,-6.86000,0.13000,-0.73000,-0.42000,2.54000,0.98000,3.00000,2.00000,0.00000,3.61000,1
0.01000,-0.22000,0.92000,-3.93000,2.74000,-0.82000,-6.63000,0.41000,-0.73000,2.70000,2.33000,-0.10000,5.00000,4.00000,0.00000,6.40000,1
-0.01000,-0.21000,0.97000,-7.58000,-0.39000,-0.84000,-6.60000,0.35000,-0.73000,-0.98000,-0.74000,-0.11000,5.00000,4.00000,0.00000,6.40000,1
-0.03000,-0.21000,0.98000,-8.38000,-1.21000,-0.51000,-6.89000,0.27000,-0.69000,-1.49000,-1.48000,0.18000,4.00000,5.00000,0.00000,6.40000,1
-0.01000,-0.21000,0.99000,-6.01000,-1.31000,-0.82000,-6.77000,0.17000,-0.69000,0.77000,-1.48000,-0.14000,4.00000,6.00000,0.00000,7.21000,1
-0.02000,-0.20000,0.96000,-9.05000,-0.63000,-0.66000,-7.12000,0.11000,-0.66000,-1.94000,-0.74000,-0.01000,6.00000,6.00000,0.00000,8.49000,1
-0.01000,-0.21000,0.97000,-7.63000,0.04000,-0.63000,-7.20000,0.15000,-0.64000,-0.42000,-0.11000,0.01000,6.00000,6.00000,0.00000,8.49000,1
0.00000,-0.21000,0.95000,-6.63000,-0.22000,-0.82000,-7.11000,0.14000,-0.65000,0.47000,-0.36000,-0.16000,6.00000,6.00000,0.00000,8.49000,1
-0.01000,-0.21000,0.96000,-7.50000,0.04000,-0.73000,-7.09000,0.16000,-0.65000,-0.42000,-0.13000,-0.09000,6.00000,6.00000,0.00000,8.49000,1
-0.01000,-0.21000,0.98000,-6.55000,-0.48000,-0.75000,-7.05000,0.12000,-0.63000,0.51000,-0.61000,-0.12000,6.00000,6.00000,0.00000,8.49000,1
-0.01000,-0.20000,0.96000,-6.19000,-0.33000,-0.92000,-6.95000,-0.17000,-0.75000,0.75000,-0.15000,-0.17000,6.00000,4.00000,0.00000,7.21000,1
-0.01000,-0.22000,0.97000,-7.98000,-0.05000,-0.66000,-7.35000,-0.45000,-0.73000,-0.63000,0.41000,0.08000,4.00000,0.00000,0.00000,4.00000,1
-0.01000,-0.21000,0.97000,-5.75000,-0.40000,-0.82000,-7.17000,-0.45000,-0.73000,1.42000,0.06000,-0.08000,4.00000,0.00000,0.00000,4.00000,1
-0.01000,-0.22000,0.95000,-7.39000,-0.15000,-0.75000,-7.07000,-0.35000,-0.76000,-0.32000,0.20000,0.01000,3.00000,0.00000,0.00000,3.00000,1
-0.01000,-0.21000,0.97000,-7.20000,-0.11000,-0.61000,-7.19000,-0.23000,-0.73000,-0.01000,0.11000,0.12000,2.00000,0.00000,0.00000,2.00000,1
-0.01000,-0.21000,0.96000,-6.24000,-0.37000,-0.98000,-6.91000,-0.20000,-0.77000,0.66000,-0.16000,-0.22000,2.00000,0.00000,0.00000,2.00000,1
0.00000,-0.21000,0.96000,-7.95000,0.05000,-0.63000,-6.94000,-0.20000,-0.77000,-1.01000,0.25000,0.13000,3.00000,0.00000,0.00000,3.00000,1
-0.03000,-0.21000,0.98000,-6.63000,-3.21000,-1.08000,-6.94000,-0.50000,-0.79000,0.31000,-2.71000,-0.28000,3.00000,2.00000,0.00000,3.61000,1
0.00000,-0.22000,0.90000,-6.86000,-2.43000,-0.39000,-6.87000,-0.75000,-0.76000,0.01000,-1.68000,0.37000,3.00000,3.00000,0.00000,4.24000,1
-0.01000,-0.22000,0.99000,-4.34000,-0.66000,-1.56000,-6.65000,-0.76000,-0.84000,2.31000,0.11000,-0.72000,4.00000,3.00000,0.00000,5.00000,1
0.00000,-0.21000,0.94000,-6.81000,0.33000,-0.44000,-6.72000,-0.70000,-0.79000,-0.09000,1.03000,0.35000,4.00000,4.00000,0.00000,5.66000,1
0.00000,-0.21000,0.94000,-8.85000,1.02000,-0.62000,-6.80000,-0.59000,-0.79000,-2.05000,1.61000,0.17000,6.00000,4.00000,0.00000,7.21000,1
-0.01000,-0.21000,0.98000,-4.55000,0.45000,-0.73000,-6.68000,-0.51000,-0.78000,2.13000,0.96000,0.05000,7.00000,4.00000,0.00000,8.06000,1
-0.01000,-0.20000,0.96000,-7.73000,-0.83000,-0.69000,-6.72000,-0.58000,-0.77000,-1.01000,-0.26000,0.09000,8.00000,5.00000,0.00000,9.43000,1
-0.01000,-0.22000,0.97000,-7.49000,-0.76000,-0.94000,-6.75000,-0.64000,-0.81000,-0.74000,-0.12000,-0.13000,7.00000,5.00000,0.00000,8.60000,1
-0.01000,-0.20000,0.96000,-6.27000,-0.23000,-0.74000,-6.75000,-0.63000,-0.78000,0.48000,0.40000,0.04000,7.00000,5.00000,0.00000,8.60000,1
-0.01000,-0.21000,0.95000,-7.15000,-0.02000,-0.76000,-6.67000,-0.63000,-0.79000,-0.48000,0.61000,0.04000,7.00000,5.00000,0.00000,8.60000,1
-0.01000,-0.21000,0.98000,-7.37000,-0.46000,-0.70000,-6.74000,-0.36000,-0.76000,-0.62000,-0.10000,0.05000,6.00000,3.00000,0.00000,6.71000,1
-0.01000,-0.21000,0.95000,-6.32000,0.02000,-0.98000,-6.69000,-0.11000,-0.82000,0.37000,0.14000,-0.16000,7.00000,1.00000,0.00000,7.07000,1
-0.01000,-0.21000,0.97000,-8.85000,0.05000,-0.66000,-7.14000,-0.04000,-0.72000,-1.71000,0.10000,0.07000,4.00000,1.00000,0.00000,4.12000,1
-0.01000,-0.21000,0.96000,-5.71000,-0.36000,-1.15000,-7.03000,-0.11000,-0.80000,1.32000,-0.25000,-0.36000,5.00000,1.00000,0.00000,5.10000,1
-0.01000,-0.21000,0.97000,-6.87000,-0.51000,-1.09000,-6.83000,-0.26000,-0.84000,-0.04000,-0.25000,-0.25000,5.00000,0.00000,0.00000,5.00000,1
-0.01000,-0.20000,0.97000,-8.28000,-0.11000,-0.64000,-7.20000,-0.32000,-0.83000,-1.08000,0.21000,0.19000,3.00000,0.00000,0.00000,3.00000,1
-0.01000,-0.21000,0.96000,-6.12000,-0.52000,-0.84000,-7.04000,-0.29000,-0.85000,0.92000,-0.23000,0.01000,3.00000,0.00000,0.00000,3.00000,1
0.00000,-0.20000,0.96000,-8.71000,-0.11000,-0.67000,-7.16000,-0.22000,-0.82000,-1.55000,0.12000,0.15000,5.00000,0.00000,0.00000,5.00000,1
0.00000,-0.24000,0.88000,-3.86000,0.90000,-1.21000,-6.92000,-0.11000,-0.87000,3.06000,1.01000,-0.34000,7.00000,1.00000,0.00000,7.07000,1
-0.01000,-0.22000,0.98000,-3.45000,0.35000,-1.47000,-6.55000,-0.07000,-0.94000,3.10000,0.43000,-0.53000,10.00000,0.00000,0.00000,10.00000,1
-0.01000,-0.21000,0.93000,-8.33000,0.54000,-0.34000,-6.65000,0.03000,-0.91000,-1.68000,0.52000,0.56000,11.00000,0.00000,0.00000,11.00000,1
0.00000,-0.22000,0.95000,-7.37000,0.40000,-0.98000,-6.76000,0.06000,-0.91000,-0.62000,0.34000,-0.08000,11.00000,0.00000,0.00000,11.00000,1
0.00000,-0.22000,0.96000,-5.24000,1.10000,-0.82000,-6.39000,0.17000,-0.92000,1.16000,0.93000,0.10000,9.00000,0.00000,0.00000,9.00000,1
-0.01000,-0.20000,0.95000,-8.60000,-0.11000,-0.74000,-6.68000,0.19000,-0.88000,-1.92000,-0.30000,0.14000,11.00000,0.00000,0.00000,11.00000,1
-0.02000,-0.22000,0.99000,-7.53000,-1.12000,-0.89000,-6.75000,0.13000,-0.86000,-0.78000,-1.25000,-0.03000,10.00000,1.00000,0.00000,10.05000,1
-0.02000,-0.20000,0.96000,-7.16000,-0.60000,-0.53000,-6.64000,0.08000,-0.85000,-0.52000,-0.68000,0.32000,10.00000,2.00000,0.00000,10.20000,1
